conc (mg/l)	time	rpm	trans
5	2059.98	900	92.15752
5	2069.98	900	92.60419
5	2079.98	900	92.52202
5	2089.98	900	92.40472
5	2099.98	900	92.66619
5	2109.98	900	92.52802
5	2119.99	900	92.38741
5	2129.98	900	92.27938
5	2139.99	900	92.42308
5	2149.98	900	92.58674
5	2159.99	900	92.5403
5	2169.99	900	92.39622
5	2179.98	900	92.74191
5	2189.99	900	92.54567
5	2199.99	900	92.49474
5	2209.98	900	92.57999
5	2219.99	900	92.46798
5	2229.99	900	92.48897
5	2239.98	900	92.55764
5	2249.99	900	92.56281
5	2259.99	900	92.55015
5	2269.98	900	92.60371
5	2279.99	900	92.7324
5	2289.99	900	92.51186
5	2299.99	900	92.49181
5	2309.99	900	92.36998
5	2319.99	900	92.46449
5	2329.99	900	92.50349
5	2339.99	900	92.627
5	2349.99	900	92.51526
5	2359.99	900	92.46607
5	2369.99	900	92.48804
5	2379.99	900	92.54473
5	2389.99	900	92.6455
5	2399.99	900	92.56928
5	2410.01	900	92.55982
5	2420.01	900	92.52032
5	2430.01	900	92.62896
5	2440.01	900	92.47424
5	2450.01	900	92.59064
5	2460.01	900	92.53716
5	2470.01	900	92.67986
5	2480.01	900	92.59303
5	2490.01	900	92.6185
5	2500.01	900	92.56768
5	2510.01	900	92.76622
5	2520.01	900	92.30183
5	2530.01	900	92.35853
5	2540.01	900	92.57146
5	2550.01	900	92.67039
5	2560.01	900	92.45038
5	0.47	1200	85.8273
5	5.06	1200	85.00958
5	10.05	1200	85.10849
5	15.06	1200	85.50063
5	20.05	1200	85.35825
5	25.06	1200	85.32595
5	30.05	1200	85.61525
5	35.06	1200	85.73363
5	40.05	1200	85.7437
5	45.06	1200	85.82388
5	50.05	1200	85.78846
5	55.06	1200	85.62838
5	60.05	1200	85.83173
5	65.06	1200	85.93697
5	70.05	1200	86.07936
5	75.06	1200	85.59052
5	80.05	1200	85.9922
5	85.06	1200	85.77449
5	90.05	1200	86.24706
5	95.06	1200	86.6618
5	100.05	1200	86.89226
5	105.06	1200	87.76129
5	110.05	1200	88.23704
5	115.06	1200	88.46606
5	120.05	1200	88.83834
5	125.06	1200	89.14252
5	130.05	1200	89.40409
5	135.06	1200	88.98669
5	140.05	1200	88.44688
5	145.06	1200	88.32693
5	150.05	1200	89.12012
5	155.06	1200	89.06203
5	160.05	1200	88.73356
5	165.06	1200	88.98274
5	170.05	1200	89.18657
5	175.06	1200	89.56892
5	180.06	1200	89.84995
5	185.06	1200	89.51662
5	190.06	1200	89.44341
5	195.06	1200	89.75447
5	200.07	1200	89.79871
5	205.06	1200	89.81283
5	210.07	1200	89.9483
5	215.06	1200	90.31921
5	220.07	1200	90.49149
5	225.06	1200	90.36652
5	230.07	1200	90.41353
5	235.06	1200	90.55743
5	240.07	1200	90.45241
5	245.07	1200	90.47768
5	250.07	1200	90.43797
5	255.07	1200	90.23691
5	260.07	1200	90.49869
5	265.07	1200	90.69078
5	270.07	1200	90.25471
5	275.07	1200	90.58509
5	280.07	1200	90.65721
5	285.07	1200	90.48673
5	290.07	1200	90.4677
5	295.07	1200	90.26541
5	300.07	1200	90.51802
5	305.07	1200	90.55878
5	310.08	1200	90.55548
5	315.07	1200	90.56227
5	320.08	1200	90.64204
5	325.07	1200	90.3251
5	330.08	1200	90.48667
5	335.07	1200	90.56416
5	340.08	1200	90.45063
5	345.07	1200	90.61052
5	350.08	1200	90.53016
5	355.07	1200	90.45724
5	360.08	1200	90.58108
5	365.07	1200	90.50423
5	370.08	1200	90.48059
5	375.07	1200	90.65665
5	380.08	1200	90.49798
5	385.07	1200	90.63863
5	390.08	1200	90.61568
5	395.07	1200	90.54077
5	400.08	1200	90.67717
5	405.09	1200	90.89624
5	410.08	1200	90.82214
5	415.09	1200	91.04626
5	420.08	1200	90.90361
5	425.09	1200	91.19866
5	430.08	1200	90.80298
5	435.09	1200	90.80561
5	440.08	1200	90.99609
5	445.09	1200	91.1071
5	450.08	1200	91.18595
5	455.09	1200	91.19594
5	460.08	1200	90.98288
5	465.09	1200	90.82652
5	470.08	1200	90.99914
5	475.09	1200	90.9852
5	480.08	1200	91.1036
5	485.09	1200	91.08734
5	490.08	1200	91.23775
5	495.09	1200	90.97649
5	500.08	1200	91.04707
5	505.09	1200	91.11701
5	510.08	1200	91.0968
5	515.09	1200	91.35619
5	520.08	1200	91.20084
5	525.09	1200	91.37385
5	530.08	1200	91.4068
5	535.09	1200	91.32971
5	540.08	1200	91.26204
5	545.09	1200	91.2776
5	550.08	1200	91.48111
5	555.09	1200	91.29214
5	560.08	1200	91.52925
5	565.09	1200	91.52724
5	570.08	1200	91.40829
5	575.09	1200	91.50084
5	580.08	1200	91.42584
5	585.09	1200	91.55362
5	590.08	1200	91.44998
5	595.09	1200	91.36613
5	600.1	1200	91.60042
5	605.09	1200	91.55017
5	610.1	1200	91.59788
5	615.09	1200	91.56625
5	620.1	1200	91.63277
5	625.09	1200	91.61971
5	630.1	1200	91.48196
5	635.09	1200	91.61546
5	640.1	1200	91.50629
5	645.09	1200	91.54537
5	650.1	1200	91.45348
5	655.09	1200	91.67601
5	660.1	1200	91.4501
5	665.1	1200	91.496
5	670.1	1200	91.49992
5	675.1	1200	91.27148
5	680.1	1200	91.39413
5	685.1	1200	91.34732
5	690.1	1200	91.73738
5	695.1	1200	91.63219
5	700.1	1200	91.71728
5	705.1	1200	91.57099
5	710.1	1200	91.48073
5	715.1	1200	91.5021
5	720.1	1200	91.49706
5	725.1	1200	91.74172
5	730.1	1200	91.51628
5	735.1	1200	91.33263
5	740.11	1200	91.49884
5	745.1	1200	91.61684
5	750.11	1200	91.55457
5	755.1	1200	91.5816
5	760.11	1200	91.58173
5	765.1	1200	91.59663
5	770.11	1200	91.59696
5	775.1	1200	91.60122
5	780.11	1200	91.54841
5	785.1	1200	91.49672
5	790.11	1200	91.59675
5	795.1	1200	91.81049
5	800.11	1200	91.54144
5	805.12	1200	91.48759
5	810.11	1200	91.63254
5	815.12	1200	91.61514
5	820.11	1200	91.60462
5	825.12	1200	91.59948
5	830.11	1200	91.6216
5	835.12	1200	91.74143
5	840.11	1200	91.64087
5	845.12	1200	91.54546
5	850.11	1200	91.69757
5	855.12	1200	91.713
5	860.11	1200	91.55995
5	865.12	1200	91.50839
5	870.11	1200	91.69225
5	875.12	1200	91.53014
5	880.11	1200	91.62605
5	885.12	1200	91.73906
5	890.11	1200	91.57279
5	895.12	1200	91.65208
5	900.11	1200	91.61777
5	905.12	1200	91.61265
5	910.11	1200	91.81812
5	915.12	1200	91.73776
5	920.11	1200	91.58696
5	925.12	1200	91.51373
5	930.11	1200	91.72304
5	935.12	1200	91.80301
5	940.11	1200	91.66454
5	945.12	1200	91.8578
5	950.11	1200	91.65632
5	955.12	1200	91.63763
5	960.11	1200	91.70351
5	965.12	1200	91.64304
5	970.11	1200	91.70225
5	975.12	1200	91.68439
5	980.11	1200	91.89058
5	985.12	1200	91.74196
5	990.11	1200	91.64814
5	995.12	1200	91.77444
5	1000.11	1200	91.76549
5	1005.12	1200	91.73251
5	1010.13	1200	91.83487
5	1015.12	1200	91.55745
5	1020.13	1200	91.77616
5	1025.12	1200	91.84959
5	1030.13	1200	91.7195
5	1035.12	1200	91.73091
5	1040.13	1200	91.85615
5	1045.12	1200	91.76647
5	1050.13	1200	91.62814
5	1055.12	1200	91.64369
5	1060.13	1200	91.73397
5	1065.12	1200	91.75076
5	1070.13	1200	91.63074
5	1075.12	1200	91.71899
5	1080.13	1200	91.90121
5	1085.12	1200	91.76091
5	1090.13	1200	91.8165
5	1095.12	1200	91.6976
5	1100.13	1200	91.77097
5	1105.13	1200	91.84205
5	1110.13	1200	91.81039
5	1115.13	1200	91.90053
5	1120.13	1200	91.72269
5	1125.13	1200	91.86076
5	1130.13	1200	91.78039
5	1135.13	1200	91.80809
5	1140.13	1200	91.84103
5	1145.13	1200	91.68819
5	1150.13	1200	92.01398
5	1155.13	1200	91.82559
5	1160.13	1200	91.82501
5	1165.13	1200	91.8784
5	1170.14	1200	91.62417
5	1175.13	1200	91.8168
5	1180.14	1200	91.82785
5	1185.13	1200	91.95567
5	1190.14	1200	91.77603
5	1195.13	1200	91.82779
5	1200.14	1200	91.8082
5	1205.13	1200	91.88319
5	1210.14	1200	91.7393
5	1215.14	1200	91.96494
5	1220.14	1200	91.83906
5	1225.14	1200	91.69831
5	1230.14	1200	91.53137
5	1235.15	1200	91.75242
5	1240.14	1200	91.74706
5	1245.15	1200	92.00898
5	1250.14	1200	91.7957
5	1255.15	1200	91.83567
5	1260.14	1200	91.92103
5	1265.15	1200	91.92444
5	1270.14	1200	91.84603
5	1275.15	1200	91.80561
5	1280.14	1200	91.65297
5	1285.15	1200	92.01965
5	1290.14	1200	91.63191
5	1295.15	1200	91.82864
5	1300.14	1200	92.01976
5	1305.15	1200	91.88201
5	1310.14	1200	91.95316
5	1315.15	1200	92.01166
5	1320.14	1200	91.93029
5	1325.15	1200	91.92411
5	1330.14	1200	91.82407
5	1335.15	1200	91.85607
5	1340.14	1200	91.96909
5	1345.15	1200	91.98709
5	1350.14	1200	91.9107
5	1355.15	1200	92.01395
5	1360.14	1200	91.89809
5	1365.15	1200	91.8912
5	1370.14	1200	91.83573
5	1375.15	1200	91.92261
5	1380.14	1200	91.92878
5	1385.15	1200	91.73429
5	1390.14	1200	91.94119
5	1395.15	1200	92.04517
5	1400.14	1200	92.07941
5	1405.15	1200	91.92452
5	1410.14	1200	92.04675
5	1415.15	1200	92.04689
5	1420.16	1200	91.96255
5	1425.15	1200	91.82909
5	1430.16	1200	91.97472
5	1435.15	1200	91.95643
5	1440.16	1200	91.9125
5	1445.15	1200	92.13928
5	1450.16	1200	92.01371
5	1455.15	1200	91.9481
5	1460.16	1200	91.86333
5	1465.15	1200	91.95425
5	1470.16	1200	91.90097
5	1475.15	1200	91.84165
5	1480.16	1200	92.08303
5	1485.15	1200	91.91415
5	1490.16	1200	91.95
5	1495.15	1200	91.80566
5	1500.16	1200	91.96947
5	1505.15	1200	91.94141
5	1510.16	1200	91.85717
5	1515.15	1200	91.92817
5	1520.16	1200	91.95292
5	1525.15	1200	92.08453
5	1530.16	1200	91.91301
5	1535.16	1200	91.95595
5	1540.16	1200	92.09963
5	1545.16	1200	92.01047
5	1550.16	1200	91.83855
5	1555.16	1200	91.99828
5	1560.16	1200	92.13953
5	1565.16	1200	91.95081
5	1570.16	1200	91.89667
5	1575.16	1200	92.04819
5	1580.16	1200	91.92792
5	1585.16	1200	92.17741
5	1590.16	1200	92.04487
5	1595.16	1200	92.02965
5	1600.17	1200	91.90858
5	1605.16	1200	91.91445
5	1610.17	1200	92.0887
5	1615.16	1200	91.98848
5	1620.17	1200	91.97102
5	1625.17	1200	91.95483
5	1630.17	1200	91.99468
5	1635.17	1200	91.93134
5	1640.17	1200	91.88984
5	1645.17	1200	92.05396
5	1650.17	1200	92.00665
5	1655.17	1200	92.01904
5	1660.17	1200	92.06303
5	1665.17	1200	91.96759
5	1670.17	1200	92.1422
5	1675.18	1200	92.26897
5	1680.17	1200	91.9545
5	1685.18	1200	92.009
5	1690.17	1200	92.07375
5	1695.18	1200	92.06567
5	1700.17	1200	91.86105
5	1705.18	1200	92.03891
5	1710.17	1200	92.2034
5	1715.18	1200	92.08407
5	1720.17	1200	92.09236
