conc (mg/l)	time	rpm	trans
5	1064.73	900	90.23271
5	1069.74	900	90.3744
5	1074.73	900	90.14741
5	1079.74	900	90.2421
5	1084.73	900	90.24594
5	1089.74	900	90.46477
5	1094.73	900	89.97054
5	1099.74	900	89.9983
5	1104.73	900	90.11398
5	1109.74	900	90.05466
5	1114.73	900	90.27602
5	1119.74	900	90.00556
5	1124.73	900	89.78829
5	1129.74	900	89.83496
5	1134.73	900	90.11304
5	1139.74	900	89.72887
5	1144.73	900	90.04378
5	1149.74	900	89.91367
5	1154.73	900	89.80644
5	1159.74	900	90.04427
5	1164.73	900	90.21393
5	1169.74	900	90.08077
5	1174.73	900	90.16511
5	1179.74	900	90.06255
5	1184.73	900	90.11936
5	1189.74	900	90.20261
5	1194.74	900	90.16956
5	1199.74	900	90.37398
5	1204.74	900	90.01725
5	1209.74	900	90.15978
5	1214.74	900	90.12263
5	1219.74	900	90.05461
5	1224.74	900	89.97689
5	1229.74	900	90.16688
5	1234.75	900	90.01047
5	1239.74	900	89.93483
5	1244.75	900	90.37936
5	1249.74	900	90.2018
5	1254.75	900	89.99918
5	1259.75	900	89.95874
5	1264.75	900	89.94482
5	1269.75	900	89.8362
5	1274.75	900	90.08882
5	1279.75	900	90.02185
5	1284.75	900	89.92868
5	1289.75	900	90.02632
5	1294.75	900	90.24757
5	1299.75	900	90.11121
5	1304.75	900	90.25542
5	1309.75	900	90.37316
5	1314.75	900	90.43217
5	1319.75	900	90.21719
5	1324.76	900	90.1843
5	1329.75	900	90.23746
5	1334.76	900	90.38085
5	1339.75	900	90.25605
5	1344.76	900	90.56719
5	1349.75	900	90.52396
5	1354.76	900	90.30547
5	1359.75	900	90.56284
5	1364.76	900	90.2282
5	1369.75	900	90.19534
5	1374.76	900	90.37923
5	1379.75	900	90.24956
5	1384.76	900	90.40369
5	1389.75	900	90.27424
5	1394.76	900	90.0051
5	1399.75	900	90.38731
5	1404.76	900	90.34723
5	1409.75	900	90.32294
5	1414.76	900	90.59154
5	1419.75	900	90.70069
5	1424.76	900	90.57966
5	1429.75	900	90.49784
5	1434.76	900	90.43304
5	1439.77	900	90.44557
5	1444.76	900	90.47025
5	1449.77	900	90.51553
5	1454.76	900	90.61018
5	1459.77	900	90.45354
5	1464.76	900	90.38649
5	1469.77	900	90.74406
5	1474.76	900	90.38523
5	1479.77	900	90.59522
5	1484.76	900	90.47365
5	1489.77	900	90.60633
5	1494.76	900	90.30573
5	1499.77	900	89.92094
5	1504.76	900	90.22855
5	1509.77	900	90.389
5	1514.76	900	90.41495
5	1519.77	900	90.15646
5	1524.76	900	90.39061
5	1529.77	900	90.42458
5	1534.76	900	90.49004
5	1539.77	900	90.49477
5	1544.76	900	90.45899
5	1549.77	900	90.48801
5	1554.76	900	90.45841
5	1559.77	900	90.42376
5	1564.76	900	90.36255
5	1569.77	900	90.3864
5	1574.76	900	90.57209
5	1579.77	900	90.49828
5	1584.76	900	90.60443
5	1589.78	900	90.51189
5	1594.76	900	90.51765
5	1599.77	900	90.4861
5	1604.76	900	90.46794
5	1609.77	900	90.59928
5	1614.77	900	90.36861
5	1619.77	900	90.44267
5	1624.77	900	90.35027
5	1629.77	900	90.37413
5	1634.77	900	90.47436
5	1639.77	900	90.45014
5	1644.78	900	90.51987
5	1649.77	900	90.41435
5	1654.78	900	90.23054
5	1659.77	900	90.16972
5	1664.78	900	90.33247
5	1669.77	900	90.40156
5	1674.78	900	90.43789
5	1679.77	900	90.51396
5	1684.78	900	90.55235
5	1689.78	900	90.4085
5	1694.78	900	90.56662
5	1699.78	900	90.5189
5	1704.78	900	90.49877
5	1709.78	900	90.55518
5	1714.78	900	90.61443
5	1719.78	900	90.49274
5	1724.78	900	90.70033
5	1729.78	900	90.35787
5	1734.78	900	90.55511
5	1739.78	900	90.59343
5	1744.78	900	90.32208
5	1749.78	900	90.54572
5	1754.79	900	90.40784
5	1759.78	900	90.31847
5	1764.79	900	90.37216
5	1769.78	900	90.42674
5	1774.79	900	90.5001
5	1779.78	900	90.37969
5	1784.79	900	90.5539
5	1789.78	900	90.63041
5	1794.79	900	90.29139
5	1799.78	900	90.44046
5	1804.79	900	90.61242
5	1809.78	900	90.42598
5	1814.79	900	90.34264
5	1819.78	900	90.41553
5	1824.79	900	90.47875
5	1829.78	900	90.39536
5	1834.79	900	90.64404
5	1839.78	900	90.66959
5	1844.79	900	90.53138
5	1849.8	900	90.45476
5	1854.79	900	90.86788
5	1859.8	900	90.8764
5	1864.79	900	90.44749
5	1869.8	900	90.62423
5	1874.79	900	90.66
5	1879.8	900	90.51491
5	1884.79	900	90.53524
5	1889.8	900	90.43649
5	1894.79	900	90.50643
5	1899.8	900	90.58135
5	1904.79	900	90.71404
5	1909.8	900	90.58299
5	1914.79	900	90.49223
5	1919.8	900	90.67312
5	1924.79	900	90.52462
5	1929.8	900	90.46057
5	1934.79	900	90.60577
5	1939.8	900	90.51267
5	1944.79	900	90.62366
5	1949.8	900	90.67635
5	1954.79	900	90.73631
5	1959.8	900	90.64393
5	1964.79	900	90.67333
5	1969.8	900	90.59167
5	1974.79	900	90.55707
5	1979.8	900	90.59959
5	1984.79	900	90.66656
5	1989.8	900	90.55273
5	1994.79	900	90.73214
5	1999.8	900	90.72488
5	0.45	1200	83.37497
5	4.85	1200	83.15138
5	9.83	1200	83.72974
5	14.85	1200	84.0844
5	19.83	1200	84.36446
5	24.84	1200	84.57329
5	29.83	1200	85.63852
5	34.84	1200	85.82801
5	39.84	1200	84.81807
5	44.84	1200	85.16969
5	49.85	1200	85.16597
5	54.84	1200	85.1287
5	59.85	1200	85.53974
5	64.85	1200	85.75916
5	69.85	1200	85.65949
5	74.84	1200	85.97087
5	79.85	1200	86.33427
5	84.84	1200	86.50166
5	89.85	1200	86.67033
5	94.84	1200	86.76884
5	99.85	1200	86.94295
5	104.84	1200	87.08018
5	109.85	1200	87.55077
5	114.85	1200	87.91399
5	119.85	1200	88.29257
5	124.84	1200	88.29063
5	129.85	1200	88.59116
5	134.84	1200	88.36406
5	139.86	1200	88.76261
5	144.84	1200	88.69454
5	149.85	1200	89.19216
5	154.84	1200	89.26738
5	159.85	1200	89.01152
5	164.85	1200	89.2612
5	169.85	1200	89.32567
5	174.85	1200	89.42219
5	179.85	1200	89.55563
5	184.85	1200	89.03616
5	189.86	1200	89.36378
5	194.85	1200	89.46905
5	199.85	1200	89.56462
5	204.85	1200	89.49731
5	209.85	1200	89.80856
5	214.85	1200	89.69587
5	219.85	1200	89.87128
5	224.85	1200	89.75533
5	229.86	1200	89.83533
5	234.85	1200	89.89902
5	239.86	1200	89.50335
5	244.85	1200	89.84332
5	249.86	1200	89.8533
5	254.86	1200	90.19014
5	259.86	1200	89.88889
5	264.87	1200	90.14212
5	269.86	1200	90.2315
5	274.86	1200	90.00004
5	279.86	1200	90.25726
5	284.86	1200	90.30617
5	289.86	1200	90.63331
5	294.87	1200	90.21261
5	299.86	1200	90.4552
5	304.87	1200	90.31361
5	309.86	1200	90.47098
5	314.87	1200	90.23958
5	319.86	1200	90.61884
5	324.87	1200	90.41111
5	329.86	1200	90.31533
5	334.87	1200	90.65298
5	339.86	1200	90.66563
5	344.87	1200	90.91282
5	349.86	1200	90.65514
5	354.87	1200	90.90546
5	359.86	1200	90.92271
5	364.87	1200	90.96175
5	369.86	1200	90.94892
5	374.87	1200	90.92929
5	379.86	1200	90.82815
5	384.87	1200	90.99854
5	389.87	1200	90.66544
5	394.87	1200	90.74189
5	399.86	1200	90.7729
5	404.87	1200	90.57554
5	409.86	1200	90.78762
5	414.88	1200	90.81281
5	419.86	1200	90.89216
5	424.87	1200	90.84689
5	429.86	1200	91.02095
5	434.87	1200	90.85809
5	439.87	1200	90.84795
5	444.87	1200	90.6601
5	449.86	1200	90.9905
5	454.87	1200	90.76904
5	459.88	1200	91.24606
5	464.88	1200	91.26051
5	469.88	1200	91.54636
5	474.87	1200	91.23563
5	479.88	1200	91.46526
5	484.87	1200	91.29481
5	489.89	1200	91.21895
5	494.87	1200	91.1881
5	499.88	1200	90.9313
5	504.87	1200	90.87449
5	509.88	1200	90.44326
5	514.88	1200	90.50409
5	519.88	1200	90.94052
5	524.87	1200	90.7219
5	529.88	1200	90.63507
5	534.87	1200	90.71106
5	539.89	1200	90.71378
5	544.87	1200	90.71633
5	549.88	1200	90.4904
5	554.87	1200	90.83679
5	559.88	1200	90.85115
5	564.88	1200	91.16914
5	569.88	1200	90.95403
5	574.87	1200	90.91051
5	579.88	1200	90.7923
5	584.87	1200	90.92322
5	589.89	1200	90.78216
5	594.88	1200	90.73409
5	599.88	1200	90.61285
5	604.88	1200	90.8766
5	609.88	1200	91.15717
5	614.88	1200	91.44744
5	619.88	1200	91.53782
5	624.88	1200	91.43203
5	629.88	1200	91.4818
5	634.88	1200	91.39984
5	639.89	1200	91.31294
5	644.88	1200	91.25745
5	649.88	1200	91.46941
5	654.88	1200	91.31653
5	659.89	1200	91.78076
5	664.9	1200	91.84888
5	669.89	1200	91.85597
5	674.89	1200	91.71622
5	679.89	1200	91.69734
5	684.89	1200	91.69575
5	689.89	1200	91.58974
5	694.89	1200	91.66182
5	699.89	1200	91.41325
5	704.89	1200	91.4166
5	709.89	1200	91.31434
5	714.9	1200	91.32439
5	719.89	1200	91.29763
5	724.9	1200	91.4359
5	729.89	1200	91.35878
5	734.9	1200	91.47932
5	739.89	1200	91.47717
5	744.9	1200	91.40026
5	749.89	1200	91.3808
5	754.9	1200	91.47538
5	759.89	1200	91.65549
5	764.9	1200	91.66574
5	769.89	1200	91.43441
5	774.9	1200	91.54273
5	779.89	1200	91.56841
5	784.9	1200	91.5447
5	789.9	1200	91.56789
5	794.9	1200	91.69093
5	799.89	1200	91.51383
5	804.9	1200	91.46802
5	809.89	1200	91.72682
5	814.9	1200	91.58808
5	819.89	1200	91.51583
5	824.9	1200	91.73431
5	829.89	1200	91.66122
5	834.9	1200	91.67909
5	839.9	1200	91.37996
5	844.9	1200	91.53911
5	849.89	1200	91.52915
5	854.9	1200	91.64453
5	859.89	1200	91.61472
5	864.91	1200	91.64972
5	869.91	1200	91.72196
5	874.9	1200	91.40487
5	879.91	1200	91.59864
5	884.9	1200	91.55526
5	889.91	1200	91.59959
5	894.9	1200	91.4528
5	899.91	1200	91.52933
5	904.9	1200	91.72816
5	909.91	1200	91.67557
5	914.9	1200	91.59902
5	919.91	1200	91.59792
5	924.9	1200	91.629
5	929.91	1200	91.64499
5	934.9	1200	91.8756
5	939.92	1200	91.74557
5	944.9	1200	91.63696
5	949.91	1200	91.80182
5	954.9	1200	91.65559
5	959.91	1200	91.49776
5	964.91	1200	91.39171
5	969.91	1200	91.3631
5	974.9	1200	91.6672
5	979.91	1200	91.53379
5	984.9	1200	91.59357
5	989.92	1200	91.74298
5	994.9	1200	91.60375
5	999.91	1200	91.76082
5	1004.9	1200	91.677
