conc (mg/l)	time	rpm	trans
6	665.07	1000	89.82171
6	669.97	1000	90.07137
6	675.07	1000	90.26205
6	680.08	1000	89.47762
6	685.09	1000	89.61288
6	690.06	1000	89.19283
6	695.03	1000	89.26888
6	700.08	1000	89.83205
6	705.06	1000	89.51499
6	710.08	1000	89.62521
6	715.11	1000	89.67071
6	720.12	1000	89.61091
6	725.13	1000	89.55038
6	729.95	1000	89.4829
6	734.98	1000	89.31873
6	740	1000	89.59908
6	745.15	1000	89.79617
6	750.05	1000	89.8997
6	754.99	1000	90.17671
6	760.02	1000	89.69844
6	764.96	1000	89.76064
6	770.14	1000	89.97071
6	775.15	1000	90.45369
6	780.09	1000	90.29126
6	785.11	1000	90.34655
6	790.08	1000	90.32682
6	795.11	1000	90.37637
6	800.11	1000	90.32654
6	805.07	1000	90.27415
6	810.07	1000	90.32651
6	815.04	1000	90.05312
6	820.07	1000	90.16951
6	825.09	1000	89.68197
6	830.05	1000	89.86425
6	835.08	1000	89.57951
6	840	1000	89.5403
6	845.11	1000	89.68307
6	849.99	1000	89.91135
6	855.09	1000	89.89412
6	860.09	1000	89.67746
6	865.12	1000	90.00789
6	870.09	1000	90.109
6	875.09	1000	90.20552
6	880.06	1000	90.03327
6	885.14	1000	90.30006
6	890.09	1000	90.20552
6	895.05	1000	90.28466
6	900.07	1000	90.35413
6	905.15	1000	90.06161
6	910.04	1000	90.11826
6	915.12	1000	90.39165
6	920.15	1000	90.69575
6	925.1	1000	90.37457
6	930.07	1000	90.32658
6	935.15	1000	90.3297
6	939.96	1000	90.05163
6	945	1000	90.28037
6	950.01	1000	90.43399
6	954.95	1000	90.4644
6	960.06	1000	90.44447
6	965.08	1000	90.48344
6	970.11	1000	90.4308
6	975.05	1000	90.51175
6	980.12	1000	90.38869
6	985.1	1000	90.24338
6	990.12	1000	90.20809
6	995.07	1000	90.53259
6	1000.09	1000	90.32993
6	1005.08	1000	90.20322
6	1009.98	1000	90.26237
6	1015.08	1000	90.42339
6	1020.18	1000	90.33465
6	1024.99	1000	90.43887
6	1030.11	1000	90.3933
6	1035.1	1000	90.32043
6	1040.13	1000	90.51527
6	1045.14	1000	90.45385
6	1050.17	1000	90.39636
6	1055.13	1000	90.51311
6	1060.05	1000	90.23102
6	1065.1	1000	90.1131
6	1069.97	1000	90.21899
6	1074.99	1000	90.31535
6	1080.09	1000	90.40633
6	1085.04	1000	90.27255
6	1090.06	1000	90.51108
6	1095.16	1000	90.47952
6	1100.16	1000	90.45126
6	1105.05	1000	90.44424
6	1110.08	1000	90.31882
6	1115.1	1000	90.21647
6	1120.09	1000	90.49399
6	1125.13	1000	90.30968
6	1130.09	1000	90.25412
6	1134.97	1000	90.20166
6	1140.12	1000	90.49793
6	1145.03	1000	90.6045
6	1149.97	1000	90.45605
6	1155.07	1000	90.51295
6	1160.15	1000	90.70883
6	1165.04	1000	90.41946
6	1170.07	1000	90.49847
6	1175.09	1000	90.67999
6	1180.03	1000	90.72949
6	1185.06	1000	90.52935
6	1190.08	1000	90.66565
6	1195.19	1000	90.2723
6	1200.09	1000	90.4522
6	1205	1000	90.7672
6	1210.15	1000	90.44033
6	1215.04	1000	90.34577
6	1219.99	1000	90.52871
6	1225.13	1000	90.50791
6	1230.17	1000	90.43225
6	1234.99	1000	90.27615
6	1240.07	1000	90.39952
6	1245.05	1000	90.27354
6	1250.07	1000	90.41411
6	1255.09	1000	90.31165
6	1260.11	1000	90.34857
6	1265.1	1000	90.40131
6	1270.09	1000	90.31638
6	1275.03	1000	90.3852
6	1280.1	1000	90.60827
6	1285	1000	90.45046
6	1290.03	1000	90.4458
6	1295.13	1000	90.48806
6	1300.07	1000	90.62785
6	1305.17	1000	90.61265
6	1310.05	1000	90.688
6	1315.11	1000	90.60626
6	1320.1	1000	90.81909
6	1325.12	1000	90.85567
6	1330.13	1000	90.82494
6	1335.03	1000	90.87477
6	1340.12	1000	91.01696
