particle,repetition,dist_mm,dist_perc,C0,rpm,time,trans
NC7000,1,117.4781,50,30,800,1290.23,77.78745
NC7000,1,117.4781,50,30,800,1300.01,76.38966
NC7000,1,117.4781,50,30,800,1310.2,76.7241
NC7000,1,117.4781,50,30,800,1320.21,77.16966
NC7000,1,117.4781,50,30,800,1330.17,77.9308
NC7000,1,117.4781,50,30,800,1339.99,77.28499
NC7000,1,117.4781,50,30,800,1350.32,77.00745
NC7000,1,117.4781,50,30,800,1360.29,77.4256
NC7000,1,117.4781,50,30,800,1370.2,76.82973
NC7000,1,117.4781,50,30,800,1380.44,76.16756
NC7000,1,117.4781,50,30,800,1390.25,75.74097
NC7000,1,117.4781,50,30,800,1400.11,76.92632
NC7000,1,117.4781,50,30,800,1410.15,76.5396
NC7000,1,117.4781,50,30,800,1420.28,77.13853
NC7000,1,117.4781,50,30,800,1430.37,78.56763
NC7000,1,117.4781,50,30,800,1440.15,76.28954
NC7000,1,117.4781,50,30,800,1450.31,77.76243
NC7000,1,117.4781,50,30,800,1460.1,76.99184
NC7000,1,117.4781,50,30,800,1470.27,79.37799
NC7000,1,117.4781,50,30,800,1480.09,78.61137
NC7000,1,117.4781,50,30,800,1490.16,78.12774
NC7000,1,117.4781,50,30,800,1500.15,78.2961
NC7000,1,117.4781,50,30,800,1510.33,78.61475
NC7000,1,117.4781,50,30,800,1520.28,79.51667
NC7000,1,117.4781,50,30,800,1530.51,79.69695
NC7000,1,117.4781,50,30,800,1540.39,79.66535
NC7000,1,117.4781,50,30,800,1550.22,79.42099
NC7000,1,117.4781,50,30,800,1560.26,78.66668
NC7000,1,117.4781,50,30,800,1570.21,78.52466
NC7000,1,117.4781,50,30,800,1580.28,79.38751
NC7000,1,117.4781,50,30,800,1590.29,78.91687
NC7000,1,117.4781,50,30,800,1600.22,78.34572
NC7000,1,117.4781,50,30,800,1610.27,78.33631
NC7000,1,117.4781,50,30,800,1620.11,77.8998
NC7000,1,117.4781,50,30,800,1630.07,77.80296
NC7000,1,117.4781,50,30,800,1640.32,78.60474
NC7000,1,117.4781,50,30,800,1650.18,79.4256
NC7000,1,117.4781,50,30,800,1660.21,78.2524
NC7000,1,117.4781,50,30,800,1670.1,76.91396
NC7000,1,117.4781,50,30,800,1680.15,77.34431
NC7000,1,117.4781,50,30,800,1690.2,78.98602
NC7000,1,117.4781,50,30,800,1700.16,78.68211
NC7000,1,117.4781,50,30,800,1710.18,78.0213
NC7000,1,117.4781,50,30,800,1720.21,79.53485
NC7000,1,117.4781,50,30,800,1730.09,79.55363
NC7000,1,117.4781,50,30,800,1740.16,79.75311
NC7000,1,117.4781,50,30,800,1750.34,80.70375
NC7000,1,117.4781,50,30,800,1760.17,80.73309
NC7000,1,117.4781,50,30,800,1770.49,80.7954
NC7000,1,117.4781,50,30,800,1780.11,80.88862
NC7000,1,117.4781,50,30,800,1790.06,80.72424
NC7000,1,117.4781,50,30,800,1800.46,79.70914
NC7000,1,117.4781,50,30,800,1810.09,79.76191
NC7000,1,117.4781,50,30,800,1820.1,80.43099
NC7000,1,117.4781,50,30,800,1830.2,79.78762
NC7000,1,117.4781,50,30,800,1840.2,79.40232
NC7000,1,117.4781,50,30,800,1850.36,79.36237
NC7000,1,117.4781,50,30,800,1860.28,80.07543
NC7000,1,117.4781,50,30,800,1870.32,78.66142
NC7000,1,117.4781,50,30,800,1880.04,80.27528
NC7000,1,117.4781,50,30,800,1890.33,80.89131
NC7000,1,117.4781,50,30,800,1900.16,81.39076
NC7000,1,117.4781,50,30,800,1910.13,80.88882
NC7000,1,117.4781,50,30,800,1920.09,81.57792
NC7000,1,117.4781,50,30,800,1930.06,81.78378
NC7000,1,117.4781,50,30,800,1940.11,82.01505
NC7000,1,117.4781,50,30,800,1950.17,80.84829
NC7000,1,117.4781,50,30,800,1960.05,81.11228
NC7000,1,117.4781,50,30,800,1970.22,80.46698
NC7000,1,117.4781,50,30,800,1980.3,81.1759
NC7000,1,117.4781,50,30,800,1990.59,80.48151
NC7000,1,117.4781,50,30,800,2000.45,81.42754
NC7000,1,117.4781,50,30,800,2010.06,80.18937
NC7000,1,117.4781,50,30,800,2020.2,81.08374
NC7000,1,117.4781,50,30,800,2030.08,81.91466
NC7000,1,117.4781,50,30,800,2040.22,81.07993
NC7000,1,117.4781,50,30,800,2050.02,80.97488
NC7000,1,117.4781,50,30,800,2060.16,80.83505
NC7000,1,117.4781,50,30,800,2070.21,80.83569
NC7000,1,117.4781,50,30,800,2080.01,81.23943
NC7000,1,117.4781,50,30,800,2090.22,80.75566
NC7000,1,117.4781,50,30,800,2100.19,80.54755
NC7000,1,117.4781,50,30,800,2110.15,82.00833
NC7000,1,117.4781,50,30,800,2120.21,81.84292
NC7000,1,117.4781,50,30,800,2130.04,81.75542
NC7000,1,117.4781,50,30,800,2140.54,81.73094
NC7000,1,117.4781,50,30,800,2150.22,81.43794
NC7000,1,117.4781,50,30,800,2160.33,82.50652
NC7000,1,117.4781,50,30,800,2170.07,81.62108
NC7000,1,117.4781,50,30,800,2180.16,80.61565
NC7000,1,117.4781,50,30,800,2190.17,81.56735
NC7000,1,117.4781,50,30,800,2200.41,81.6097
NC7000,1,117.4781,50,30,800,2210.2,82.35547
NC7000,1,117.4781,50,30,800,2220.18,81.44711
NC7000,1,117.4781,50,30,800,2230.28,81.65251
NC7000,1,117.4781,50,30,800,2240.48,81.85174
NC7000,1,117.4781,50,30,800,2250.24,82.12312
NC7000,1,117.4781,50,30,800,2260.12,81.8166
NC7000,1,117.4781,50,30,800,2270.18,82.65363
NC7000,1,117.4781,50,30,800,2280.23,82.27399
NC7000,1,117.4781,50,30,800,2290.26,83.41528
NC7000,1,117.4781,50,30,800,2300.25,82.79664
NC7000,1,117.4781,50,30,800,2310.26,82.80999
NC7000,1,117.4781,50,30,800,2320.33,82.75974
NC7000,1,117.4781,50,30,800,2330.08,81.85157
NC7000,1,117.4781,50,30,800,2340.28,80.97837
NC7000,1,117.4781,50,30,800,2350.61,82.09408
NC7000,1,117.4781,50,30,800,2360.28,81.68153
NC7000,1,117.4781,50,30,800,2370.12,81.66508
NC7000,1,117.4781,50,30,800,2380.01,81.61395
NC7000,1,117.4781,50,30,800,2390.22,82.41728
NC7000,1,117.4781,50,30,800,2400.5,81.63681
NC7000,1,117.4781,50,30,800,2410.28,81.89455
NC7000,1,117.4781,50,30,800,2420.36,81.53835
NC7000,1,117.4781,50,30,800,2430.36,81.11781
NC7000,1,117.4781,50,30,800,2440.24,81.18628
NC7000,1,117.4781,50,30,800,2450.08,81.81916
NC7000,1,117.4781,50,30,800,2460.31,81.11797
NC7000,1,117.4781,50,30,800,2470.22,82.02538
NC7000,1,117.4781,50,30,800,2480.19,82.18709
NC7000,1,117.4781,50,30,800,2490.18,82.26624
NC7000,1,117.4781,50,30,800,2500.19,82.3266
NC7000,1,117.4781,50,30,800,2510.61,82.42694
NC7000,1,117.4781,50,30,800,2520.23,82.42219
NC7000,1,117.4781,50,30,800,2530.07,82.98352
NC7000,1,117.4781,50,30,800,2540.09,82.17706
NC7000,1,117.4781,50,30,800,2550.38,83.12434
NC7000,1,117.4781,50,30,800,2560.19,83.6063
NC7000,1,117.4781,50,30,800,2570.38,82.81044
NC7000,1,117.4781,50,30,800,2580.16,82.96167
NC7000,1,117.4781,50,30,800,2590.35,82.67843
NC7000,1,117.4781,50,30,800,2600.09,82.88644
NC7000,1,117.4781,50,30,800,2610.26,82.51922
NC7000,1,117.4781,50,30,800,2620.49,82.40163
NC7000,1,117.4781,50,30,800,2630.45,82.30197
NC7000,1,117.4781,50,30,800,2640.13,83.115
NC7000,1,117.4781,50,30,800,2650.18,83.02136
NC7000,1,117.4781,50,30,800,2660.36,82.58793
NC7000,1,117.4781,50,30,800,2670.12,83.03825
NC7000,1,117.4781,50,30,800,2680.17,82.96791
NC7000,1,117.4781,50,30,800,2690.44,82.79315
NC7000,1,117.4781,50,30,800,2700.2,82.59495
NC7000,1,117.4781,50,30,800,2710.32,82.29179
NC7000,1,117.4781,50,30,800,2720.33,82.02424
NC7000,1,117.4781,50,30,800,2730.4,82.81068
NC7000,1,117.4781,50,30,800,2740.35,82.54861
NC7000,1,117.4781,50,30,800,2750.42,83.1094
NC7000,1,117.4781,50,30,800,2760.28,82.3209
NC7000,1,117.4781,50,30,800,2770.37,82.96558
NC7000,1,117.4781,50,30,800,2780.18,83.45567
NC7000,1,117.4781,50,30,800,2790.17,83.98697
NC7000,1,117.4781,50,30,800,2800.28,83.45541
NC7000,1,117.4781,50,30,800,2810.41,83.85877
NC7000,1,117.4781,50,30,800,2820.07,82.84066
NC7000,1,117.4781,50,30,800,2830.06,82.42281
NC7000,1,117.4781,50,30,800,2840.17,83.23952
NC7000,1,117.4781,50,30,800,2850.29,83.2879
NC7000,1,117.4781,50,30,800,2860.29,82.73347
NC7000,1,117.4781,50,30,800,2870.68,82.81116
NC7000,1,117.4781,50,30,800,2880.33,83.24517
NC7000,1,117.4781,50,30,800,2890.3,83.05949
NC7000,1,117.4781,50,30,800,2900.28,83.58772
NC7000,1,117.4781,50,30,800,2910.33,84.5033
NC7000,1,117.4781,50,30,800,2920.34,84.71707
NC7000,1,117.4781,50,30,800,2930.36,84.21989
NC7000,1,117.4781,50,30,800,2940.5,84.71519
NC7000,1,117.4781,50,30,800,2950.38,84.59879
NC7000,1,117.4781,50,30,800,2960.36,84.50675
NC7000,1,117.4781,50,30,800,2970.18,84.5918
NC7000,1,117.4781,50,30,800,2980.16,84.19924
NC7000,1,117.4781,50,30,800,2990.44,83.95404
NC7000,1,117.4781,50,30,800,3000.1,84.47156
NC7000,1,117.4781,50,30,1000,1.42,15.2784
NC7000,1,117.4781,50,30,1000,10.07,15.06468
NC7000,1,117.4781,50,30,1000,20.08,16.78993
NC7000,1,117.4781,50,30,1000,30.25,18.31995
NC7000,1,117.4781,50,30,1000,39.9,20.05042
NC7000,1,117.4781,50,30,1000,50.19,21.22162
NC7000,1,117.4781,50,30,1000,60.16,22.1317
NC7000,1,117.4781,50,30,1000,70.27,25.89527
NC7000,1,117.4781,50,30,1000,80.06,27.96146
NC7000,1,117.4781,50,30,1000,90.3,27.75444
NC7000,1,117.4781,50,30,1000,100.11,26.54748
NC7000,1,117.4781,50,30,1000,110.09,34.18366
NC7000,1,117.4781,50,30,1000,120.16,36.35946
NC7000,1,117.4781,50,30,1000,130.05,37.63857
NC7000,1,117.4781,50,30,1000,140.16,37.30042
NC7000,1,117.4781,50,30,1000,150.02,37.11387
NC7000,1,117.4781,50,30,1000,160.16,44.99285
NC7000,1,117.4781,50,30,1000,170.22,46.48727
NC7000,1,117.4781,50,30,1000,180.16,46.71276
NC7000,1,117.4781,50,30,1000,189.96,43.8059
NC7000,1,117.4781,50,30,1000,199.91,44.71082
NC7000,1,117.4781,50,30,1000,210.03,46.94352
NC7000,1,117.4781,50,30,1000,220.33,53.09431
NC7000,1,117.4781,50,30,1000,230.32,49.70817
NC7000,1,117.4781,50,30,1000,240,53.39826
NC7000,1,117.4781,50,30,1000,250.3,55.91216
NC7000,1,117.4781,50,30,1000,260.21,53.55162
NC7000,1,117.4781,50,30,1000,270.18,54.46751
NC7000,1,117.4781,50,30,1000,280.15,60.84597
NC7000,1,117.4781,50,30,1000,290.37,57.35046
NC7000,1,117.4781,50,30,1000,300.1,60.69693
NC7000,1,117.4781,50,30,1000,310.05,61.0123
NC7000,1,117.4781,50,30,1000,320.18,61.17871
NC7000,1,117.4781,50,30,1000,330.15,61.4433
NC7000,1,117.4781,50,30,1000,340.48,62.6107
NC7000,1,117.4781,50,30,1000,350.1,64.33106
NC7000,1,117.4781,50,30,1000,360.21,64.2452
NC7000,1,117.4781,50,30,1000,369.99,65.74488
NC7000,1,117.4781,50,30,1000,380.17,64.9138
NC7000,1,117.4781,50,30,1000,390.28,66.29521
NC7000,1,117.4781,50,30,1000,400.25,67.68424
NC7000,1,117.4781,50,30,1000,410.17,68.22813
NC7000,1,117.4781,50,30,1000,420.12,66.65277
NC7000,1,117.4781,50,30,1000,430.25,65.77363
NC7000,1,117.4781,50,30,1000,440.15,68.26382
NC7000,1,117.4781,50,30,1000,450.19,66.12291
NC7000,1,117.4781,50,30,1000,459.94,65.16478
NC7000,1,117.4781,50,30,1000,469.97,62.78455
NC7000,1,117.4781,50,30,1000,480.5,67.03603
NC7000,1,117.4781,50,30,1000,490.17,65.61415
NC7000,1,117.4781,50,30,1000,500.11,68.23041
NC7000,1,117.4781,50,30,1000,510.09,69.82747
NC7000,1,117.4781,50,30,1000,520.14,69.67832
NC7000,1,117.4781,50,30,1000,530.03,69.72289
NC7000,1,117.4781,50,30,1000,540.03,69.31811
NC7000,1,117.4781,50,30,1000,550.2,68.71967
NC7000,1,117.4781,50,30,1000,560.08,70.63323
NC7000,1,117.4781,50,30,1000,570.21,69.44109
NC7000,1,117.4781,50,30,1000,580.06,68.83337
NC7000,1,117.4781,50,30,1000,590.17,69.84542
NC7000,1,117.4781,50,30,1000,599.92,71.03984
NC7000,1,117.4781,50,30,1000,610.27,70.92137
NC7000,1,117.4781,50,30,1000,620.33,72.16925
NC7000,1,117.4781,50,30,1000,630,71.66743
NC7000,1,117.4781,50,30,1000,640.13,72.97761
NC7000,1,117.4781,50,30,1000,650.07,72.1361
NC7000,1,117.4781,50,30,1000,660.11,71.15932
NC7000,1,117.4781,50,30,1000,670.18,72.49828
NC7000,1,117.4781,50,30,1000,679.99,72.5498
NC7000,1,117.4781,50,30,1000,690.11,71.97449
NC7000,1,117.4781,50,30,1000,700.24,72.85935
NC7000,1,117.4781,50,30,1000,710.2,73.32858
NC7000,1,117.4781,50,30,1000,720.19,72.63888
NC7000,1,117.4781,50,30,1000,730.44,74.87822
NC7000,1,117.4781,50,30,1000,740.53,74.25751
NC7000,1,117.4781,50,30,1000,750.1,75.67249
NC7000,1,117.4781,50,30,1000,760.07,74.29849
NC7000,1,117.4781,50,30,1000,770.26,75.07682
NC7000,1,117.4781,50,30,1000,780.24,74.87672
NC7000,1,117.4781,50,30,1000,790.15,75.55444
NC7000,1,117.4781,50,30,1000,799.96,75.95369
NC7000,1,117.4781,50,30,1000,810.21,75.51994
NC7000,1,117.4781,50,30,1000,820.15,74.40035
NC7000,1,117.4781,50,30,1000,830.26,74.40363
NC7000,1,117.4781,50,30,1000,840.13,73.97258
NC7000,1,117.4781,50,30,1000,850.13,74.17296
NC7000,1,117.4781,50,30,1000,860.12,74.94847
NC7000,1,117.4781,50,30,1000,870.06,75.14507
NC7000,1,117.4781,50,30,1000,880.26,74.86057
NC7000,1,117.4781,50,30,1000,890.01,75.93809
NC7000,1,117.4781,50,30,1000,900.43,76.91289
NC7000,1,117.4781,50,30,1000,910.12,76.64397
NC7000,1,117.4781,50,30,1000,920.15,76.33501
NC7000,1,117.4781,50,30,1000,930.07,76.98849
NC7000,1,117.4781,50,30,1000,940.56,77.42836
NC7000,1,117.4781,50,30,1000,950.24,76.37542
NC7000,1,117.4781,50,30,1000,960.26,76.5443
NC7000,1,117.4781,50,30,1000,970.26,76.04732
NC7000,1,117.4781,50,30,1000,980.23,76.52209
NC7000,1,117.4781,50,30,1000,990.05,76.74712
NC7000,1,117.4781,50,30,1000,1000.02,76.53454
NC7000,1,117.4781,50,30,1000,1010.27,76.35703
NC7000,1,117.4781,50,30,1000,1020.16,75.8846
NC7000,1,117.4781,50,30,1000,1030.39,77.05968
NC7000,1,117.4781,50,30,1000,1040.13,77.85305
NC7000,1,117.4781,50,30,1000,1049.95,78.55882
NC7000,1,117.4781,50,30,1000,1060.15,78.26521
NC7000,1,117.4781,50,30,1000,1070.16,78.22803
NC7000,1,117.4781,50,30,1000,1080.14,78.30009
NC7000,1,117.4781,50,30,1000,1090.27,77.82504
NC7000,1,117.4781,50,30,1000,1100.45,77.30648
NC7000,1,117.4781,50,30,1000,1110.1,77.72823
NC7000,1,117.4781,50,30,1000,1120.2,77.06905
NC7000,1,117.4781,50,30,1000,1130.25,77.74373
NC7000,1,117.4781,50,30,1000,1140.1,77.47504
NC7000,1,117.4781,50,30,1000,1150.1,77.32526
NC7000,1,117.4781,50,30,1000,1160.56,78.33423
NC7000,1,117.4781,50,30,1000,1170.22,78.54385
NC7000,1,117.4781,50,30,1000,1180.14,78.50317
NC7000,1,117.4781,50,30,1000,1190.24,78.9776
NC7000,1,117.4781,50,30,1000,1200.19,78.61872
NC7000,1,117.4781,50,30,1000,1210.04,78.55008
NC7000,1,117.4781,50,30,1000,1220.08,78.88101
NC7000,1,117.4781,50,30,1000,1230.41,79.61517
NC7000,1,117.4781,50,30,1000,1240.03,79.67449
NC7000,1,117.4781,50,30,1000,1250.29,79.13696
NC7000,1,117.4781,50,30,1000,1260.12,77.88445
NC7000,1,117.4781,50,30,1000,1270.23,78.68713
NC7000,1,117.4781,50,30,1000,1280.21,77.61574
NC7000,1,117.4781,50,30,1000,1290.23,78.61211
NC7000,1,117.4781,50,30,1000,1300.01,78.71594
NC7000,1,117.4781,50,30,1000,1310.2,78.29684
NC7000,1,117.4781,50,30,1000,1320.21,78.48111
NC7000,1,117.4781,50,30,1000,1330.17,79.13452
NC7000,1,117.4781,50,30,1000,1339.99,78.6311
NC7000,1,117.4781,50,30,1000,1350.32,79.57433
NC7000,1,117.4781,50,30,1000,1360.29,78.92806
NC7000,1,117.4781,50,30,1000,1370.2,79.04383
NC7000,1,117.4781,50,30,1000,1380.44,79.22438
NC7000,1,117.4781,50,30,1000,1390.25,79.48112
NC7000,1,117.4781,50,30,1000,1400.11,79.50465
NC7000,1,117.4781,50,30,1000,1410.15,79.82236
NC7000,1,117.4781,50,30,1000,1420.28,79.93417
NC7000,1,117.4781,50,30,1000,1430.37,80.28992
NC7000,1,117.4781,50,30,1000,1440.15,79.95303
NC7000,1,117.4781,50,30,1000,1450.31,80.28141
NC7000,1,117.4781,50,30,1000,1460.1,79.61237
NC7000,1,117.4781,50,30,1000,1470.27,80.09398
NC7000,1,117.4781,50,30,1000,1480.09,79.99747
NC7000,1,117.4781,50,30,1000,1490.16,79.946
NC7000,1,117.4781,50,30,1000,1500.15,80.40909
NC7000,1,117.4781,50,30,1000,1510.33,80.32968
NC7000,1,117.4781,50,30,1000,1520.28,80.22651
NC7000,1,117.4781,50,30,1000,1530.51,80.38449
NC7000,1,117.4781,50,30,1000,1540.39,80.24638
NC7000,1,117.4781,50,30,1000,1550.22,79.58378
NC7000,1,117.4781,50,30,1000,1560.26,79.43983
NC7000,1,117.4781,50,30,1000,1570.21,79.35323
NC7000,1,117.4781,50,30,1000,1580.28,79.88789
NC7000,1,117.4781,50,30,1000,1590.29,79.3405
NC7000,1,117.4781,50,30,1000,1600.22,80.20156
NC7000,1,117.4781,50,30,1000,1610.27,79.3065
NC7000,1,117.4781,50,30,1000,1620.11,80.14079
NC7000,1,117.4781,50,30,1000,1630.07,79.90166
NC7000,1,117.4781,50,30,1000,1640.32,80.58987
NC7000,1,117.4781,50,30,1000,1650.18,80.65794
NC7000,1,117.4781,50,30,1000,1660.21,81.18971
NC7000,1,117.4781,50,30,1000,1670.1,80.91493
NC7000,1,117.4781,50,30,1000,1680.15,80.69421
NC7000,1,117.4781,50,30,1000,1690.2,80.87435
NC7000,1,117.4781,50,30,1000,1700.16,79.88055
NC7000,1,117.4781,50,30,1000,1710.18,81.09386
NC7000,1,117.4781,50,30,1000,1720.21,80.46825
NC7000,1,117.4781,50,30,1000,1730.09,80.96107
NC7000,1,117.4781,50,30,1000,1740.16,80.5703
NC7000,1,117.4781,50,30,1000,1750.34,80.81198
NC7000,1,117.4781,50,30,1000,1760.17,80.7177
NC7000,1,117.4781,50,30,1000,1770.49,80.75198
NC7000,1,117.4781,50,30,1000,1780.11,80.98676
NC7000,1,117.4781,50,30,1000,1790.06,80.8246
NC7000,1,117.4781,50,30,1000,1800.46,80.53135
NC7000,1,117.4781,50,30,1000,1810.09,80.53354
NC7000,1,117.4781,50,30,1000,1820.1,81.25214
NC7000,1,117.4781,50,30,1000,1830.2,81.25303
NC7000,1,117.4781,50,30,1000,1840.2,80.88442
NC7000,1,117.4781,50,30,1000,1850.36,80.36182
NC7000,1,117.4781,50,30,1000,1860.28,80.78236
NC7000,1,117.4781,50,30,1000,1870.32,80.52764
NC7000,1,117.4781,50,30,1000,1880.04,81.36802
NC7000,1,117.4781,50,30,1000,1890.33,81.33236
NC7000,1,117.4781,50,30,1000,1900.16,81.16075
NC7000,1,117.4781,50,30,1000,1910.13,81.5747
NC7000,1,117.4781,50,30,1000,1920.09,81.57199
NC7000,1,117.4781,50,30,1000,1930.06,81.5621
NC7000,1,117.4781,50,30,1000,1940.11,81.5112
NC7000,1,117.4781,50,30,1000,1950.17,81.86133
NC7000,1,117.4781,50,30,1000,1960.05,81.82315
NC7000,1,117.4781,50,30,1000,1970.22,81.86707
NC7000,1,117.4781,50,30,1000,1980.3,81.59161
NC7000,1,117.4781,50,30,1000,1990.59,81.29578
NC7000,1,117.4781,50,30,1000,2000.45,81.28764
NC7000,1,117.4781,50,30,1000,2010.06,81.53435
NC7000,1,117.4781,50,30,1000,2020.2,80.91546
NC7000,1,117.4781,50,30,1000,2030.08,81.21026
NC7000,1,117.4781,50,30,1000,2040.22,81.67982
NC7000,1,117.4781,50,30,1000,2050.02,81.29935
NC7000,1,117.4781,50,30,1000,2060.16,81.60175
NC7000,1,117.4781,50,30,1000,2070.21,81.67558
NC7000,1,117.4781,50,30,1000,2080.01,81.42765
NC7000,1,117.4781,50,30,1000,2090.22,81.61854
NC7000,1,117.4781,50,30,1000,2100.19,81.73217
NC7000,1,117.4781,50,30,1000,2110.15,81.42783
NC7000,1,117.4781,50,30,1000,2120.21,81.68684
NC7000,1,117.4781,50,30,1000,2130.04,81.78247
NC7000,1,117.4781,50,30,1000,2140.54,82.39484
NC7000,1,117.4781,50,30,1000,2150.22,82.80651
NC7000,1,117.4781,50,30,1000,2160.33,82.45087
NC7000,1,117.4781,50,30,1000,2170.07,82.61591
NC7000,1,117.4781,50,30,1000,2180.16,82.4931
NC7000,1,117.4781,50,30,1000,2190.17,81.99635
NC7000,1,117.4781,50,30,1000,2200.41,82.00703
NC7000,1,117.4781,50,30,1000,2210.2,81.99495
NC7000,1,117.4781,50,30,1000,2220.18,81.86106
NC7000,1,117.4781,50,30,1000,2230.28,82.35008
NC7000,1,117.4781,50,30,1000,2240.48,82.72132
NC7000,1,117.4781,50,30,1000,2250.24,82.13876
NC7000,1,117.4781,50,30,1000,2260.12,82.53052
NC7000,1,117.4781,50,30,1000,2270.18,81.90137
NC7000,1,117.4781,50,30,1000,2280.23,82.00163
NC7000,1,117.4781,50,30,1000,2290.26,82.06474
NC7000,1,117.4781,50,30,1000,2300.25,82.39415
NC7000,1,117.4781,50,30,1000,2310.26,82.77975
NC7000,1,117.4781,50,30,1000,2320.33,82.69706
NC7000,1,117.4781,50,30,1000,2330.08,82.43964
NC7000,1,117.4781,50,30,1000,2340.28,81.90192
NC7000,1,117.4781,50,30,1000,2350.61,82.72425
NC7000,1,117.4781,50,30,1000,2360.28,82.5571
NC7000,1,117.4781,50,30,1000,2370.12,82.74073
NC7000,1,117.4781,50,30,1000,2380.01,82.4748
NC7000,1,117.4781,50,30,1000,2390.22,82.62696
NC7000,1,117.4781,50,30,1000,2400.5,82.60785
NC7000,1,117.4781,50,30,1000,2410.28,82.67552
NC7000,1,117.4781,50,30,1000,2420.36,82.48325
NC7000,1,117.4781,50,30,1000,2430.36,82.90589
NC7000,1,117.4781,50,30,1000,2440.24,82.83382
NC7000,1,117.4781,50,30,1000,2450.08,82.75114
NC7000,1,117.4781,50,30,1000,2460.31,83.28641
NC7000,1,117.4781,50,30,1000,2470.22,83.08504
NC7000,1,117.4781,50,30,1000,2480.19,83.18867
NC7000,1,117.4781,50,30,1000,2490.18,82.70413
NC7000,1,117.4781,50,30,1000,2500.19,82.66727
NC7000,1,117.4781,50,30,1000,2510.61,82.50719
NC7000,1,117.4781,50,30,1000,2520.23,82.48315
NC7000,1,117.4781,50,30,1000,2530.07,82.32999
NC7000,1,117.4781,50,30,1000,2540.09,82.65608
NC7000,1,117.4781,50,30,1000,2550.38,82.24662
NC7000,1,117.4781,50,30,1000,2560.19,82.30878
NC7000,1,117.4781,50,30,1000,2570.38,82.86322
NC7000,1,117.4781,50,30,1000,2580.16,82.99074
NC7000,1,117.4781,50,30,1000,2590.35,82.55625
NC7000,1,117.4781,50,30,1000,2600.09,82.84504
NC7000,1,117.4781,50,30,1000,2610.26,83.08741
NC7000,1,117.4781,50,30,1000,2620.49,82.74595
NC7000,1,117.4781,50,30,1000,2630.45,83.19061
NC7000,1,117.4781,50,30,1000,2640.13,82.98414
NC7000,1,117.4781,50,30,1000,2650.18,82.67363
NC7000,1,117.4781,50,30,1000,2660.36,82.68087
NC7000,1,117.4781,50,30,1000,2670.12,81.96163
NC7000,1,117.4781,50,30,1000,2680.17,82.24209
NC7000,1,117.4781,50,30,1000,2690.44,83.10073
NC7000,1,117.4781,50,30,1000,2700.2,82.8997
NC7000,1,117.4781,50,30,1000,2710.32,83.29789
NC7000,1,117.4781,50,30,1000,2720.33,83.51914
NC7000,1,117.4781,50,30,1000,2730.4,83.61829
NC7000,1,117.4781,50,30,1000,2740.35,83.47776
NC7000,1,117.4781,50,30,1000,2750.42,83.91284
NC7000,1,117.4781,50,30,1000,2760.28,83.52145
NC7000,1,117.4781,50,30,1000,2770.37,83.73351
NC7000,1,117.4781,50,30,1000,2780.18,83.12293
NC7000,1,117.4781,50,30,1000,2790.17,83.1845
NC7000,1,117.4781,50,30,1000,2800.28,83.15481
NC7000,1,117.4781,50,30,1000,2810.41,83.05193
NC7000,1,117.4781,50,30,1000,2820.07,82.94322
NC7000,1,117.4781,50,30,1000,2830.06,83.14008
NC7000,1,117.4781,50,30,1000,2840.17,83.45324
NC7000,1,117.4781,50,30,1000,2850.29,83.39826
NC7000,1,117.4781,50,30,1000,2860.29,83.49622
NC7000,1,117.4781,50,30,1000,2870.68,83.57301
NC7000,1,117.4781,50,30,1000,2880.33,83.92248
NC7000,1,117.4781,50,30,1000,2890.3,83.82587
NC7000,1,117.4781,50,30,1000,2900.28,83.93842
NC7000,1,117.4781,50,30,1000,2910.33,84.2163
NC7000,1,117.4781,50,30,1000,2920.34,84.03999
NC7000,1,117.4781,50,30,1000,2930.36,84.11739
NC7000,1,117.4781,50,30,1000,2940.5,83.84393
NC7000,1,117.4781,50,30,1000,2950.38,83.62096
NC7000,1,117.4781,50,30,1000,2960.36,83.1217
NC7000,1,117.4781,50,30,1000,2970.18,83.47652
NC7000,1,117.4781,50,30,1000,2980.16,83.54112
NC7000,1,117.4781,50,30,1000,2990.44,83.68258
NC7000,1,117.4781,50,30,1000,3000.1,83.33371
NC7000,1,117.4781,50,30,1200,1.42,12.87091
NC7000,1,117.4781,50,30,1200,10.07,13.80231
NC7000,1,117.4781,50,30,1200,20.08,15.77378
NC7000,1,117.4781,50,30,1200,30.25,20.77451
NC7000,1,117.4781,50,30,1200,39.9,24.25776
NC7000,1,117.4781,50,30,1200,50.19,24.26251
NC7000,1,117.4781,50,30,1200,60.16,25.3264
NC7000,1,117.4781,50,30,1200,70.27,34.21635
NC7000,1,117.4781,50,30,1200,80.06,32.82721
NC7000,1,117.4781,50,30,1200,90.3,35.50133
NC7000,1,117.4781,50,30,1200,100.11,37.16368
NC7000,1,117.4781,50,30,1200,110.09,41.25877
NC7000,1,117.4781,50,30,1200,120.16,44.2067
NC7000,1,117.4781,50,30,1200,130.05,40.85635
NC7000,1,117.4781,50,30,1200,140.16,45.20707
NC7000,1,117.4781,50,30,1200,150.02,47.44969
NC7000,1,117.4781,50,30,1200,160.16,51.24154
NC7000,1,117.4781,50,30,1200,170.22,44.95055
