particle,repetition,dist_mm,dist_perc,C0,time,rpm,trans
NC7000,1,117.4781,50,14,1555.26,1200,79.83959
NC7000,1,117.4781,50,14,1560.3,1200,80.0209
NC7000,1,117.4781,50,14,1565.4,1200,80.54654
NC7000,1,117.4781,50,14,1570.47,1200,80.03848
NC7000,1,117.4781,50,14,1575.39,1200,79.77466
NC7000,1,117.4781,50,14,1580.36,1200,79.85305
NC7000,1,117.4781,50,14,1585.38,1200,79.91158
NC7000,1,117.4781,50,14,1590.27,1200,79.13225
NC7000,1,117.4781,50,14,1595.44,1200,79.13186
NC7000,1,117.4781,50,14,1600.54,1200,78.64241
NC7000,1,117.4781,50,14,1605.34,1200,79.64959
NC7000,1,117.4781,50,14,1610.36,1200,79.5
NC7000,1,117.4781,50,14,1615.31,1200,79.60056
NC7000,1,117.4781,50,14,1620.4,1200,79.45384
NC7000,1,117.4781,50,14,1625.37,1200,79.53465
NC7000,1,117.4781,50,14,1630.38,1200,79.41865
NC7000,1,117.4781,50,14,1635.41,1200,79.38827
NC7000,1,117.4781,50,14,1640.27,1200,79.39774
NC7000,1,117.4781,50,14,1645.38,1200,79.72273
NC7000,1,117.4781,50,14,1650.39,1200,79.40662
NC7000,1,117.4781,50,14,1655.37,1200,79.90521
NC7000,1,117.4781,50,14,1660.4,1200,80.31943
NC7000,1,117.4781,50,14,1665.29,1200,79.89681
NC7000,1,117.4781,50,14,1670.2,1200,80.43616
NC7000,1,117.4781,50,14,1675.26,1200,80.40572
NC7000,1,117.4781,50,14,1680.25,1200,80.56464
NC7000,1,117.4781,50,14,1685.45,1200,80.61455
NC7000,1,117.4781,50,14,1690.33,1200,80.3091
NC7000,1,117.4781,50,14,1695.23,1200,81.00409
NC7000,1,117.4781,50,14,1700.29,1200,80.40545
NC7000,1,117.4781,50,14,1705.42,1200,80.53725
NC7000,1,117.4781,50,14,1710.43,1200,80.62688
NC7000,1,117.4781,50,14,1715.3,1200,80.71165
NC7000,1,117.4781,50,14,1720.36,1200,80.26233
NC7000,1,117.4781,50,14,1725.35,1200,80.36616
NC7000,1,117.4781,50,14,1730.42,1200,79.74406
NC7000,1,117.4781,50,14,1735.38,1200,79.58858
NC7000,1,117.4781,50,14,1740.38,1200,79.29654
NC7000,1,117.4781,50,14,1745.44,1200,79.54232
NC7000,1,117.4781,50,14,1750.45,1200,79.54079
NC7000,1,117.4781,50,14,1.81,1500,40.36623
NC7000,1,117.4781,50,14,5.3,1500,40.03693
NC7000,1,117.4781,50,14,10.2,1500,40.50129
NC7000,1,117.4781,50,14,15.28,1500,41.08447
NC7000,1,117.4781,50,14,20.31,1500,43.48582
NC7000,1,117.4781,50,14,25.75,1500,44.43374
NC7000,1,117.4781,50,14,30.85,1500,43.5054
NC7000,1,117.4781,50,14,35.53,1500,43.17169
NC7000,1,117.4781,50,14,40.51,1500,45.76327
NC7000,1,117.4781,50,14,45.49,1500,46.68806
NC7000,1,117.4781,50,14,50.43,1500,46.77851
NC7000,1,117.4781,50,14,55.54,1500,44.93435
NC7000,1,117.4781,50,14,60.72,1500,48.67778
NC7000,1,117.4781,50,14,65.44,1500,52.23156
NC7000,1,117.4781,50,14,70.46,1500,52.36187
NC7000,1,117.4781,50,14,75.55,1500,52.76781
NC7000,1,117.4781,50,14,80.64,1500,55.66967
NC7000,1,117.4781,50,14,85.23,1500,56.818
NC7000,1,117.4781,50,14,90.9,1500,57.08721
NC7000,1,117.4781,50,14,95.8,1500,56.27341
NC7000,1,117.4781,50,14,100.3,1500,56.3915
NC7000,1,117.4781,50,14,105.49,1500,56.86898
NC7000,1,117.4781,50,14,110.43,1500,56.88004
NC7000,1,117.4781,50,14,115.37,1500,58.32171
NC7000,1,117.4781,50,14,120.31,1500,58.55527
NC7000,1,117.4781,50,14,125.33,1500,59.97752
NC7000,1,117.4781,50,14,130.44,1500,61.20056
NC7000,1,117.4781,50,14,135.79,1500,61.66253
NC7000,1,117.4781,50,14,140.86,1500,62.26011
NC7000,1,117.4781,50,14,145.43,1500,63.07311
NC7000,1,117.4781,50,14,150.6,1500,63.24294
NC7000,1,117.4781,50,14,155.17,1500,63.50335
NC7000,1,117.4781,50,14,160.43,1500,65.07043
NC7000,1,117.4781,50,14,165.23,1500,65.88657
NC7000,1,117.4781,50,14,170.17,1500,66.57922
NC7000,1,117.4781,50,14,175.88,1500,66.73745
NC7000,1,117.4781,50,14,180.88,1500,67.53078
NC7000,1,117.4781,50,14,185.49,1500,68.97574
NC7000,1,117.4781,50,14,190.56,1500,68.01972
NC7000,1,117.4781,50,14,195.81,1500,69.1171
NC7000,1,117.4781,50,14,200.44,1500,68.20953
NC7000,1,117.4781,50,14,205.26,1500,68.24771
NC7000,1,117.4781,50,14,210.43,1500,67.76111
NC7000,1,117.4781,50,14,216.13,1500,66.66097
NC7000,1,117.4781,50,14,220.72,1500,67.60509
NC7000,1,117.4781,50,14,225.2,1500,68.73353
NC7000,1,117.4781,50,14,230.31,1500,68.60239
NC7000,1,117.4781,50,14,235.24,1500,68.97767
NC7000,1,117.4781,50,14,240.27,1500,70.65717
NC7000,1,117.4781,50,14,245.21,1500,70.60278
NC7000,1,117.4781,50,14,250.12,1500,70.45954
NC7000,1,117.4781,50,14,255.28,1500,70.02551
NC7000,1,117.4781,50,14,260.43,1500,69.51048
NC7000,1,117.4781,50,14,265.09,1500,71.46695
NC7000,1,117.4781,50,14,270.39,1500,71.33638
NC7000,1,117.4781,50,14,275.4,1500,71.787
NC7000,1,117.4781,50,14,280.37,1500,71.64245
NC7000,1,117.4781,50,14,285.25,1500,72.14475
NC7000,1,117.4781,50,14,290.35,1500,71.58875
NC7000,1,117.4781,50,14,295.29,1500,71.75095
NC7000,1,117.4781,50,14,300.11,1500,71.75562
NC7000,1,117.4781,50,14,305.35,1500,72.03889
NC7000,1,117.4781,50,14,310.42,1500,71.57508
NC7000,1,117.4781,50,14,315.09,1500,72.48507
NC7000,1,117.4781,50,14,320.2,1500,72.78917
NC7000,1,117.4781,50,14,325.38,1500,73.16893
NC7000,1,117.4781,50,14,330.35,1500,73.73958
NC7000,1,117.4781,50,14,335.3,1500,73.92253
NC7000,1,117.4781,50,14,340.35,1500,73.26877
NC7000,1,117.4781,50,14,345.34,1500,73.66884
NC7000,1,117.4781,50,14,350.14,1500,74.38406
NC7000,1,117.4781,50,14,355.3,1500,74.91156
NC7000,1,117.4781,50,14,360.3,1500,75.05468
NC7000,1,117.4781,50,14,365.39,1500,75.48461
NC7000,1,117.4781,50,14,370.4,1500,75.97434
NC7000,1,117.4781,50,14,375.14,1500,76.40173
NC7000,1,117.4781,50,14,380.35,1500,76.08965
NC7000,1,117.4781,50,14,385.33,1500,75.28489
NC7000,1,117.4781,50,14,390.22,1500,76.52601
NC7000,1,117.4781,50,14,395.29,1500,76.61317
NC7000,1,117.4781,50,14,400.3,1500,76.22687
NC7000,1,117.4781,50,14,405.28,1500,75.64359
NC7000,1,117.4781,50,14,410.44,1500,75.17511
NC7000,1,117.4781,50,14,415.25,1500,75.80604
NC7000,1,117.4781,50,14,420.29,1500,75.16977
NC7000,1,117.4781,50,14,425.15,1500,75.74618
NC7000,1,117.4781,50,14,430.29,1500,75.78064
NC7000,1,117.4781,50,14,435.36,1500,75.55354
NC7000,1,117.4781,50,14,440.31,1500,76.81943
NC7000,1,117.4781,50,14,445.39,1500,75.49045
NC7000,1,117.4781,50,14,450.18,1500,75.70329
NC7000,1,117.4781,50,14,455.29,1500,76.24265
NC7000,1,117.4781,50,14,460.35,1500,76.95351
NC7000,1,117.4781,50,14,465.23,1500,77.38706
NC7000,1,117.4781,50,14,470.37,1500,78.03279
NC7000,1,117.4781,50,14,475.42,1500,77.62098
NC7000,1,117.4781,50,14,480.18,1500,77.46197
NC7000,1,117.4781,50,14,485.36,1500,77.35282
NC7000,1,117.4781,50,14,490.43,1500,77.79912
NC7000,1,117.4781,50,14,495.32,1500,78.44524
NC7000,1,117.4781,50,14,500.36,1500,78.29828
NC7000,1,117.4781,50,14,505.42,1500,77.41824
NC7000,1,117.4781,50,14,510.27,1500,76.69442
NC7000,1,117.4781,50,14,515.27,1500,77.07508
NC7000,1,117.4781,50,14,520.21,1500,76.98756
NC7000,1,117.4781,50,14,525.3,1500,76.84108
NC7000,1,117.4781,50,14,530.33,1500,77.63358
NC7000,1,117.4781,50,14,535.28,1500,77.27166
NC7000,1,117.4781,50,14,540.29,1500,77.29342
NC7000,1,117.4781,50,14,545.4,1500,76.23275
NC7000,1,117.4781,50,14,550.33,1500,77.6959
NC7000,1,117.4781,50,14,555.24,1500,76.90684
NC7000,1,117.4781,50,14,560.41,1500,77.13746
NC7000,1,117.4781,50,14,565.29,1500,77.04073
NC7000,1,117.4781,50,14,570.46,1500,77.82384
NC7000,1,117.4781,50,14,575.41,1500,78.3575
NC7000,1,117.4781,50,14,580.42,1500,77.44945
NC7000,1,117.4781,50,14,585.22,1500,78.41641
NC7000,1,117.4781,50,14,590.31,1500,78.60999
NC7000,1,117.4781,50,14,595.33,1500,78.59454
NC7000,1,117.4781,50,14,600.2,1500,78.93811
NC7000,1,117.4781,50,14,605.41,1500,78.90621
NC7000,1,117.4781,50,14,610.32,1500,77.88919
NC7000,1,117.4781,50,14,615.28,1500,78.69744
NC7000,1,117.4781,50,14,620.38,1500,79.90424
NC7000,1,117.4781,50,14,625.31,1500,79.41483
NC7000,1,117.4781,50,14,630.3,1500,78.29171
NC7000,1,117.4781,50,14,635.25,1500,79.11613
NC7000,1,117.4781,50,14,640.47,1500,78.74126
NC7000,1,117.4781,50,14,645.18,1500,79.15595
NC7000,1,117.4781,50,14,650.36,1500,79.14959
NC7000,1,117.4781,50,14,655.44,1500,78.42224
NC7000,1,117.4781,50,14,660.45,1500,78.63451
NC7000,1,117.4781,50,14,665.38,1500,77.97353
NC7000,1,117.4781,50,14,670.29,1500,80.19624
NC7000,1,117.4781,50,14,675.33,1500,80.25314
NC7000,1,117.4781,50,14,680.41,1500,78.31023
NC7000,1,117.4781,50,14,685.3,1500,78.64175
NC7000,1,117.4781,50,14,690.33,1500,79.3997
NC7000,1,117.4781,50,14,695.26,1500,79.41119
NC7000,1,117.4781,50,14,700.42,1500,79.9641
NC7000,1,117.4781,50,14,705.33,1500,80.01653
NC7000,1,117.4781,50,14,710.35,1500,78.85001
NC7000,1,117.4781,50,14,715.32,1500,80.87633
NC7000,1,117.4781,50,14,720.38,1500,80.17619
NC7000,1,117.4781,50,14,725.34,1500,81.00739
NC7000,1,117.4781,50,14,730.27,1500,81.31284
NC7000,1,117.4781,50,14,735.31,1500,80.97663
NC7000,1,117.4781,50,14,740.17,1500,81.11674
NC7000,1,117.4781,50,14,745.44,1500,81.24945
NC7000,1,117.4781,50,14,750.23,1500,79.89901
NC7000,1,117.4781,50,14,755.17,1500,79.95943
NC7000,1,117.4781,50,14,760.2,1500,80.66991
NC7000,1,117.4781,50,14,765.25,1500,80.23592
NC7000,1,117.4781,50,14,770.45,1500,81.99526
NC7000,1,117.4781,50,14,775.49,1500,81.93679
NC7000,1,117.4781,50,14,780.37,1500,81.32328
NC7000,1,117.4781,50,14,785.45,1500,81.72675
NC7000,1,117.4781,50,14,790.36,1500,80.81052
NC7000,1,117.4781,50,14,795.4,1500,81.35851
NC7000,1,117.4781,50,14,800.45,1500,81.83727
NC7000,1,117.4781,50,14,805.33,1500,81.16106
NC7000,1,117.4781,50,14,810.36,1500,81.16416
NC7000,1,117.4781,50,14,815.38,1500,81.54243
NC7000,1,117.4781,50,14,820.32,1500,81.54736
NC7000,1,117.4781,50,14,825.41,1500,81.74969
NC7000,1,117.4781,50,14,830.22,1500,81.48295
NC7000,1,117.4781,50,14,835.31,1500,82.54914
NC7000,1,117.4781,50,14,840.3,1500,82.415
NC7000,1,117.4781,50,14,845.38,1500,81.85351
NC7000,1,117.4781,50,14,850.31,1500,81.94535
NC7000,1,117.4781,50,14,855.34,1500,80.94627
NC7000,1,117.4781,50,14,860.38,1500,81.98028
NC7000,1,117.4781,50,14,865.43,1500,81.27956
NC7000,1,117.4781,50,14,870.35,1500,81.63367
NC7000,1,117.4781,50,14,875.36,1500,81.92297
NC7000,1,117.4781,50,14,880.31,1500,81.70313
NC7000,1,117.4781,50,14,885.47,1500,82.38999
NC7000,1,117.4781,50,14,890.41,1500,82.27001
NC7000,1,117.4781,50,14,895.32,1500,81.30531
NC7000,1,117.4781,50,14,900.41,1500,81.65217
NC7000,1,117.4781,50,14,905.51,1500,80.83784
NC7000,1,117.4781,50,14,910.31,1500,82.20846
NC7000,1,117.4781,50,14,915.39,1500,81.91488
NC7000,1,117.4781,50,14,920.42,1500,82.76262
NC7000,1,117.4781,50,14,925.39,1500,82.47874
NC7000,1,117.4781,50,14,930.3,1500,82.38599
NC7000,1,117.4781,50,14,935.46,1500,82.24574
NC7000,1,117.4781,50,14,940.13,1500,82.67583
NC7000,1,117.4781,50,14,945.32,1500,82.65378
NC7000,1,117.4781,50,14,950.21,1500,82.33969
NC7000,1,117.4781,50,14,955.21,1500,82.10269
NC7000,1,117.4781,50,14,960.37,1500,81.91139
NC7000,1,117.4781,50,14,965.49,1500,82.53912
NC7000,1,117.4781,50,14,970.42,1500,83.14637
NC7000,1,117.4781,50,14,975.38,1500,82.71867
NC7000,1,117.4781,50,14,980.49,1500,83.32484
NC7000,1,117.4781,50,14,985.36,1500,82.23018
NC7000,1,117.4781,50,14,990.3,1500,82.96659
NC7000,1,117.4781,50,14,995.39,1500,82.81841
NC7000,1,117.4781,50,14,1000.34,1500,82.54889
NC7000,1,117.4781,50,14,1005.33,1500,83.13177
NC7000,1,117.4781,50,14,1010.26,1500,83.00381
NC7000,1,117.4781,50,14,1015.33,1500,83.42361
NC7000,1,117.4781,50,14,1020.44,1500,83.37038
NC7000,1,117.4781,50,14,1025.16,1500,83.10944
NC7000,1,117.4781,50,14,1030.26,1500,83.11734
NC7000,1,117.4781,50,14,1035.3,1500,83.217
NC7000,1,117.4781,50,14,1040.46,1500,82.8904
NC7000,1,117.4781,50,14,1045.48,1500,82.88699
NC7000,1,117.4781,50,14,1050.44,1500,83.1747
NC7000,1,117.4781,50,14,1055.38,1500,83.41071
NC7000,1,117.4781,50,14,1060.33,1500,83.69543
NC7000,1,117.4781,50,14,1065.37,1500,84.00745
NC7000,1,117.4781,50,14,1070.15,1500,83.63691
NC7000,1,117.4781,50,14,1075.18,1500,83.49462
NC7000,1,117.4781,50,14,1080.52,1500,83.5746
NC7000,1,117.4781,50,14,1085.32,1500,83.96406
NC7000,1,117.4781,50,14,1090.33,1500,83.85717
NC7000,1,117.4781,50,14,1095.34,1500,83.75819
NC7000,1,117.4781,50,14,1100.44,1500,83.81191
NC7000,1,117.4781,50,14,1105.27,1500,83.87992
NC7000,1,117.4781,50,14,1110.26,1500,83.92106
NC7000,1,117.4781,50,14,1115.43,1500,83.89082
NC7000,1,117.4781,50,14,1120.42,1500,83.91423
NC7000,1,117.4781,50,14,1125.32,1500,83.22319
NC7000,1,117.4781,50,14,1130.34,1500,83.56748
NC7000,1,117.4781,50,14,1135.17,1500,83.00246
NC7000,1,117.4781,50,14,1140.33,1500,83.55421
NC7000,1,117.4781,50,14,1145.27,1500,83.91882
NC7000,1,117.4781,50,14,1150.3,1500,84.10654
NC7000,1,117.4781,50,14,1155.32,1500,84.52433
NC7000,1,117.4781,50,14,1160.5,1500,84.16569
NC7000,1,117.4781,50,14,1165.39,1500,84.55373
NC7000,1,117.4781,50,14,1170.37,1500,83.93512
NC7000,1,117.4781,50,14,1175.37,1500,84.20401
NC7000,1,117.4781,50,14,1180.38,1500,83.8623
NC7000,1,117.4781,50,14,1185.36,1500,84.13752
NC7000,1,117.4781,50,14,1190.44,1500,84.30976
NC7000,1,117.4781,50,14,1195.36,1500,84.55035
NC7000,1,117.4781,50,14,1200.43,1500,84.55987
NC7000,1,117.4781,50,14,1205.25,1500,84.55215
NC7000,1,117.4781,50,14,1210.49,1500,84.78448
NC7000,1,117.4781,50,14,1215.23,1500,84.81295
NC7000,1,117.4781,50,14,1220.26,1500,84.43471
NC7000,1,117.4781,50,14,1225.34,1500,84.21611
NC7000,1,117.4781,50,14,1230.39,1500,84.63425
NC7000,1,117.4781,50,14,1235.18,1500,84.86365
NC7000,1,117.4781,50,14,1240.38,1500,84.71269
NC7000,1,117.4781,50,14,1245.27,1500,85.32884
NC7000,1,117.4781,50,14,1250.24,1500,85.06528
NC7000,1,117.4781,50,14,1255.38,1500,84.69917
NC7000,1,117.4781,50,14,1260.37,1500,84.95231
NC7000,1,117.4781,50,14,1265.39,1500,84.83446
NC7000,1,117.4781,50,14,1270.43,1500,85.02607
NC7000,1,117.4781,50,14,1275.36,1500,84.51494
NC7000,1,117.4781,50,14,1280.41,1500,84.79836
NC7000,1,117.4781,50,14,1285.31,1500,85.06948
NC7000,1,117.4781,50,14,1290.32,1500,84.88577
NC7000,1,117.4781,50,14,1295.53,1500,84.49503
NC7000,1,117.4781,50,14,1300.39,1500,84.70837
NC7000,1,117.4781,50,14,1305.42,1500,84.49912
NC7000,1,117.4781,50,14,1310.33,1500,84.69762
NC7000,1,117.4781,50,14,1315.45,1500,84.13905
NC7000,1,117.4781,50,14,1320.35,1500,84.80629
NC7000,1,117.4781,50,14,1325.36,1500,84.7632
NC7000,1,117.4781,50,14,1330.44,1500,85.05222
NC7000,1,117.4781,50,14,1335.22,1500,85.39098
NC7000,1,117.4781,50,14,1340.45,1500,85.1657
NC7000,1,117.4781,50,14,1345.34,1500,85.02831
NC7000,1,117.4781,50,14,1350.34,1500,85.3792
NC7000,1,117.4781,50,14,1355.28,1500,84.98083
NC7000,1,117.4781,50,14,1360.42,1500,85.33743
NC7000,1,117.4781,50,14,1365.36,1500,85.2393
NC7000,1,117.4781,50,14,1370.35,1500,85.91488
NC7000,1,117.4781,50,14,1375.37,1500,85.4411
NC7000,1,117.4781,50,14,1380.24,1500,85.24474
NC7000,1,117.4781,50,14,1385.35,1500,85.3176
NC7000,1,117.4781,50,14,1390.3,1500,85.8318
NC7000,1,117.4781,50,14,1395.29,1500,85.54937
NC7000,1,117.4781,50,14,1400.37,1500,85.36768
NC7000,1,117.4781,50,14,1405.31,1500,85.41997
NC7000,1,117.4781,50,14,1410.39,1500,84.74078
NC7000,1,117.4781,50,14,1415.49,1500,84.86156
NC7000,1,117.4781,50,14,1420.34,1500,85.3418
NC7000,1,117.4781,50,14,1425.43,1500,85.05562
NC7000,1,117.4781,50,14,1430.37,1500,85.41174
NC7000,1,117.4781,50,14,1435.43,1500,85.483
NC7000,1,117.4781,50,14,1440.23,1500,85.58923
NC7000,1,117.4781,50,14,1445.33,1500,85.77082
NC7000,1,117.4781,50,14,1450.37,1500,85.53718
NC7000,1,117.4781,50,14,1455.3,1500,85.85947
NC7000,1,117.4781,50,14,1460.35,1500,85.28078
NC7000,1,117.4781,50,14,1465.24,1500,85.69744
NC7000,1,117.4781,50,14,1470.26,1500,85.60863
NC7000,1,117.4781,50,14,1475.37,1500,85.9203
NC7000,1,117.4781,50,14,1480.37,1500,85.64096
NC7000,1,117.4781,50,14,1485.44,1500,85.19937
NC7000,1,117.4781,50,14,1490.29,1500,85.99569
NC7000,1,117.4781,50,14,1495.27,1500,85.60812
NC7000,1,117.4781,50,14,1500.36,1500,85.96867
NC7000,1,117.4781,50,14,1505.35,1500,85.81264
NC7000,1,117.4781,50,14,1510.43,1500,86.18817
NC7000,1,117.4781,50,14,1515.29,1500,85.9149
NC7000,1,117.4781,50,14,1520.32,1500,85.81429
NC7000,1,117.4781,50,14,1525.42,1500,85.93949
NC7000,1,117.4781,50,14,1530.41,1500,86.21896
NC7000,1,117.4781,50,14,1535.32,1500,86.29307
NC7000,1,117.4781,50,14,1540.4,1500,86.22401
NC7000,1,117.4781,50,14,1545.25,1500,86.25048
NC7000,1,117.4781,50,14,1550.3,1500,86.13741
NC7000,1,117.4781,50,14,1555.26,1500,85.99016
NC7000,1,117.4781,50,14,1560.3,1500,86.29213
NC7000,1,117.4781,50,14,1565.4,1500,86.05722
NC7000,1,117.4781,50,14,1570.47,1500,86.21094
NC7000,1,117.4781,50,14,1575.39,1500,85.76503
NC7000,1,117.4781,50,14,1580.36,1500,86.36275
NC7000,1,117.4781,50,14,1585.38,1500,86.46313
NC7000,1,117.4781,50,14,1590.27,1500,86.24925
NC7000,1,117.4781,50,14,1595.44,1500,86.11547
NC7000,1,117.4781,50,14,1600.54,1500,86.36686
NC7000,1,117.4781,50,14,1605.34,1500,86.26827
NC7000,1,117.4781,50,14,1610.36,1500,86.22525
NC7000,1,117.4781,50,14,1615.31,1500,86.34042
NC7000,1,117.4781,50,14,1620.4,1500,85.71335
NC7000,1,117.4781,50,14,1625.37,1500,86.79828
NC7000,1,117.4781,50,14,1630.38,1500,86.05099
NC7000,1,117.4781,50,14,1635.41,1500,86.30264
NC7000,1,117.4781,50,14,1640.27,1500,86.11993
NC7000,1,117.4781,50,14,1645.38,1500,86.4127
NC7000,1,117.4781,50,14,1650.39,1500,86.1537
NC7000,1,117.4781,50,14,1655.37,1500,86.55938
NC7000,1,117.4781,50,14,1660.4,1500,86.40065
NC7000,1,117.4781,50,14,1665.29,1500,86.48576
NC7000,1,117.4781,50,14,1670.2,1500,86.56739
NC7000,1,117.4781,50,14,1675.26,1500,86.45953
NC7000,1,117.4781,50,14,1680.25,1500,86.58192
NC7000,1,117.4781,50,14,1685.45,1500,86.78687
NC7000,1,117.4781,50,14,1690.33,1500,86.50908
NC7000,1,117.4781,50,14,1695.23,1500,86.70366
NC7000,1,117.4781,50,14,1700.29,1500,86.39746
NC7000,1,117.4781,50,14,1705.42,1500,86.8827
NC7000,1,117.4781,50,14,1710.43,1500,86.65986
NC7000,1,117.4781,50,14,1715.3,1500,86.68084
NC7000,1,117.4781,50,14,1720.36,1500,86.37218
NC7000,1,117.4781,50,14,1725.35,1500,86.48591
NC7000,1,117.4781,50,14,1730.42,1500,86.65001
NC7000,1,117.4781,50,14,1735.38,1500,86.62756
NC7000,1,117.4781,50,14,1740.38,1500,86.58487
NC7000,1,117.4781,50,14,1745.44,1500,86.86026
NC7000,1,117.4781,50,14,1750.45,1500,86.80945
NC7000,1,117.4781,50,14,1.81,1800,40.53976
NC7000,1,117.4781,50,14,5.3,1800,40.99666
NC7000,1,117.4781,50,14,10.2,1800,41.15368
NC7000,1,117.4781,50,14,15.28,1800,43.77748
NC7000,1,117.4781,50,14,20.31,1800,45.67611
NC7000,1,117.4781,50,14,25.75,1800,46.39508
NC7000,1,117.4781,50,14,30.85,1800,46.48316
NC7000,1,117.4781,50,14,35.53,1800,48.60773
NC7000,1,117.4781,50,14,40.51,1800,51.9049
NC7000,1,117.4781,50,14,45.49,1800,52.30558
NC7000,1,117.4781,50,14,50.43,1800,54.33413
NC7000,1,117.4781,50,14,55.54,1800,53.80481
NC7000,1,117.4781,50,14,60.72,1800,54.04801
NC7000,1,117.4781,50,14,65.44,1800,54.63381
NC7000,1,117.4781,50,14,70.46,1800,53.61832
NC7000,1,117.4781,50,14,75.55,1800,59.30092
NC7000,1,117.4781,50,14,80.64,1800,58.80174
NC7000,1,117.4781,50,14,85.23,1800,58.16484
NC7000,1,117.4781,50,14,90.9,1800,59.02839
NC7000,1,117.4781,50,14,95.8,1800,60.58973
NC7000,1,117.4781,50,14,100.3,1800,61.91291
NC7000,1,117.4781,50,14,105.49,1800,63.58905
NC7000,1,117.4781,50,14,110.43,1800,65.40837
NC7000,1,117.4781,50,14,115.37,1800,65.78522
NC7000,1,117.4781,50,14,120.31,1800,67.24007
NC7000,1,117.4781,50,14,125.33,1800,69.42862
NC7000,1,117.4781,50,14,130.44,1800,71.01711
NC7000,1,117.4781,50,14,135.79,1800,73.54723
NC7000,1,117.4781,50,14,140.86,1800,69.66858
NC7000,1,117.4781,50,14,145.43,1800,70.08986
NC7000,1,117.4781,50,14,150.6,1800,70.55996
NC7000,1,117.4781,50,14,155.17,1800,70.29376
NC7000,1,117.4781,50,14,160.43,1800,71.46095
NC7000,1,117.4781,50,14,165.23,1800,70.60777
NC7000,1,117.4781,50,14,170.17,1800,71.47503
NC7000,1,117.4781,50,14,175.88,1800,70.58854
NC7000,1,117.4781,50,14,180.88,1800,72.73138
NC7000,1,117.4781,50,14,185.49,1800,72.40009
NC7000,1,117.4781,50,14,190.56,1800,75.69056
NC7000,1,117.4781,50,14,195.81,1800,75.0827
NC7000,1,117.4781,50,14,200.44,1800,73.85217
NC7000,1,117.4781,50,14,205.26,1800,78.23981
NC7000,1,117.4781,50,14,210.43,1800,76.94748
NC7000,1,117.4781,50,14,216.13,1800,76.12646
NC7000,1,117.4781,50,14,220.72,1800,77.55616
NC7000,1,117.4781,50,14,225.2,1800,77.15672
NC7000,1,117.4781,50,14,230.31,1800,76.76353
NC7000,1,117.4781,50,14,235.24,1800,76.77625
NC7000,1,117.4781,50,14,240.27,1800,75.45
NC7000,1,117.4781,50,14,245.21,1800,76.87579
NC7000,1,117.4781,50,14,250.12,1800,77.77457
NC7000,1,117.4781,50,14,255.28,1800,75.69389
NC7000,1,117.4781,50,14,260.43,1800,76.81332
NC7000,1,117.4781,50,14,265.09,1800,76.29872
NC7000,1,117.4781,50,14,270.39,1800,74.95392
NC7000,1,117.4781,50,14,275.4,1800,76.94487
NC7000,1,117.4781,50,14,280.37,1800,76.46988
NC7000,1,117.4781,50,14,285.25,1800,75.64275
NC7000,1,117.4781,50,14,290.35,1800,76.69192
NC7000,1,117.4781,50,14,295.29,1800,76.07428
NC7000,1,117.4781,50,14,300.11,1800,76.97236
NC7000,1,117.4781,50,14,305.35,1800,79.08475
NC7000,1,117.4781,50,14,310.42,1800,79.21053
NC7000,1,117.4781,50,14,315.09,1800,80.05604
NC7000,1,117.4781,50,14,320.2,1800,77.68082
NC7000,1,117.4781,50,14,325.38,1800,77.07576
NC7000,1,117.4781,50,14,330.35,1800,76.75433
NC7000,1,117.4781,50,14,335.3,1800,78.46113
NC7000,1,117.4781,50,14,340.35,1800,78.3987
NC7000,1,117.4781,50,14,345.34,1800,79.0162
NC7000,1,117.4781,50,14,350.14,1800,80.16813
NC7000,1,117.4781,50,14,355.3,1800,79.94209
NC7000,1,117.4781,50,14,360.3,1800,81.52346
NC7000,1,117.4781,50,14,365.39,1800,81.75359
NC7000,1,117.4781,50,14,370.4,1800,79.93043
NC7000,1,117.4781,50,14,375.14,1800,79.116
NC7000,1,117.4781,50,14,380.35,1800,79.50673
NC7000,1,117.4781,50,14,385.33,1800,80.20898
NC7000,1,117.4781,50,14,390.22,1800,80.76425
NC7000,1,117.4781,50,14,395.29,1800,81.19813
NC7000,1,117.4781,50,14,400.3,1800,82.17257
NC7000,1,117.4781,50,14,405.28,1800,81.7696
NC7000,1,117.4781,50,14,410.44,1800,81.40186
NC7000,1,117.4781,50,14,415.25,1800,80.33485
NC7000,1,117.4781,50,14,420.29,1800,80.54935
NC7000,1,117.4781,50,14,425.15,1800,80.57698
NC7000,1,117.4781,50,14,430.29,1800,80.34155
NC7000,1,117.4781,50,14,435.36,1800,79.87073
NC7000,1,117.4781,50,14,440.31,1800,79.34972
NC7000,1,117.4781,50,14,445.39,1800,79.67489
NC7000,1,117.4781,50,14,450.18,1800,81.15214
NC7000,1,117.4781,50,14,455.29,1800,82.16066
NC7000,1,117.4781,50,14,460.35,1800,83.05128
NC7000,1,117.4781,50,14,465.23,1800,83.23577
NC7000,1,117.4781,50,14,470.37,1800,82.25338
NC7000,1,117.4781,50,14,475.42,1800,81.92542
NC7000,1,117.4781,50,14,480.18,1800,80.66108
NC7000,1,117.4781,50,14,485.36,1800,81.13144
NC7000,1,117.4781,50,14,490.43,1800,81.64159
NC7000,1,117.4781,50,14,495.32,1800,81.22526
NC7000,1,117.4781,50,14,500.36,1800,81.80877
